job title,company names,location,employment type,links
ERP Technical Support,TAB ERP Solutions -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/7VYM8u9WOGBo-ERP-Technical-Support-TAB-ERP-Solutions-Cairo-Egypt
Tax Accountant,El Nour trading  -,"Haram, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/Qz8SHxD7Xo9W-Tax-Accountant-El-Nour-trading-Giza-Egypt
Backend Developers/ Full-stack Developers,Confidential -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/AOdceu9Thy9g-Backend-Developers-Full-stack-Developers-Cairo-Egypt
SEO Writer,Afaqy -,"Maadi, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/53z3hwrBPmMS-SEO-Writer-Afaqy-Cairo-Egypt
Senior ERP Consultant,TAB ERP Solutions -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/uk6EX1oWxtlU-Senior-ERP-Consultant-TAB-ERP-Solutions-Cairo-Egypt
Full Stack Developer,Confidential -,"Jeddah, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/BmmnSv99SXIs-Full-Stack-Developer-Jeddah-Saudi-Arabia
Cost Accountant,Confidential -,"10th of Ramadan City, Sharqia, Egypt",Full Time,https://wuzzuf.net/jobs/p/3L0muc5v1oWI-Cost-Accountant-Sharqia-Egypt
Social Media Specialist,Confidential -,"Alexandria, Egypt",Full Time,https://wuzzuf.net/jobs/p/vkziheXQU8Ud-Social-Media-Specialist-Alexandria-Egypt
Cost Accountant,Centra for medical supplies  -,"6th of October, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/0QdFHqiqipqG-Cost-Accountant-Centra-for-medical-supplies-Giza-Egypt
GIS Operator,Confidential -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/0HeSgMrz6JeN-GIS-Operator-Cairo-Egypt
Senior Full Stack Developer,Salem Ventures -,"Maadi, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/rSH81ZOeagYD-Senior-Full-Stack-Developer-Salem-Ventures-Cairo-Egypt
Project Admin Coordinator,MENA INTEL -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/oE7tm8lJo9QN-Project-Admin-Coordinator-MENA-INTEL-Cairo-Egypt
Full Stack Developer (.Net Core - MVC),Dynamicslink -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/81kihO6zXxWY-Full-Stack-Developer-Net-Core---MVC-Dynamicslink-Cairo-Egypt
GIS Team Leader,Confidential -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/LBOEL2Qx9p3p-GIS-Team-Leader-Cairo-Egypt
Business Analysis Supervisor,Ibn Sina Pharma -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/O5ETFXu1ZNoj-Business-Analysis-Supervisor-Ibn-Sina-Pharma-Cairo-Egypt
System Admin Section Head,Talaat Moustafa Group -,"Madinaty, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/KpGGoo90xncy-System-Admin-Section-Head-Talaat-Moustafa-Group-Cairo-Egypt
Senior Cost Accountant,Sinamix -,"10th of Ramadan City, Sharqia, Egypt",Full Time,https://wuzzuf.net/jobs/p/b15lTHqIIVFl-Senior-Cost-Accountant-Sinamix-Sharqia-Egypt
Senior Performance Management Specialist,Confidential -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/mTvN132WMICl-Senior-Performance-Management-Specialist-Cairo-Egypt
Application Support Specialist,Al Ahly Medical Company -,"Giza, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/j5RGqun0rNnf-Application-Support-Specialist-Al-Ahly-Medical-Company-Giza-Egypt
FP&A Supervisor,IDH -,"6th of October, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/bklPgO9TSICc-FPA-Supervisor-IDH-Giza-Egypt
SEO Expert,Second Step  -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/3vjpIAP26CsE-SEO-Expert-Second-Step-Cairo-Egypt
Supply Chain Planning Consultant,Exco Egypt -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/8NmBFKM6RV4p-Supply-Chain-Planning-Consultant-Exco-Egypt-Cairo-Egypt
Accounting,SAYYAD Holding  -,"Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/HOg6BxVQ3kPG-Accounting-SAYYAD-Holding-Cairo-Egypt
Industrial Cost Accountant,Alfouad for Automotive Spare Parts -,"Ameria, Alexandria, Egypt",Full Time,https://wuzzuf.net/jobs/p/gtDQYnic7nWv-Industrial-Cost-Accountant-Alfouad-for-Automotive-Spare-Parts-Alexandria-Egypt
General Accountant,Icon Dynamics -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/zdUAGuhEW5Ff-General-Accountant-Icon-Dynamics-Cairo-Egypt
ERP Project Manager,TAB ERP Solutions -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/Eke9EZ8FoXHR-ERP-Project-Manager-TAB-ERP-Solutions-Cairo-Egypt
Software Developer - Full Stack,Capital Guard -,"Sheraton, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/S4gcFIqfQfsj-Software-Developer---Full-Stack-Capital-Guard-Cairo-Egypt
Product Owner,Dimofinf Operations Center -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/hZsJNWGy2hfG-Product-Owner-Dimofinf-Operations-Center-Cairo-Egypt
Treasury Manager,Cairo Three A  for Agricultural and Animal Production -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/bqK1fTfxOjsE-Treasury-Manager-Cairo-Three-A-for-Agricultural-and-Animal-Production-Cairo-Egypt
Quality Manager - Banking Industry,United Elite Company     -,"Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/J2JBbM8wU05k-Quality-Manager---Banking-Industry-United-Elite-Company-Cairo-Egypt
Digital Account Manager,Bishop Integrated Solutions  -,"Glim, Alexandria, Egypt",Full Time,https://wuzzuf.net/jobs/p/uyxp8IHk93M6-Digital-Account-Manager-Bishop-Integrated-Solutions-Alexandria-Egypt
Technical Writer,NOK for Human Capital Solutions -,"Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/efEbOJx1vINR-Technical-Writer-NOK-for-Human-Capital-Solutions-Cairo-Egypt
Digital Analytics Specialist,Premium Card -,"Dokki, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/aWondUS1ojYe-Digital-Analytics-Specialist-Premium-Card-Giza-Egypt
Senior Oracle Financial Consultant,Cairo Three A  for International Industries. -,"Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/JBCvUhuPmusy-Senior-Oracle-Financial-Consultant-Cairo-Three-A-for-International-Industries-Cairo-Egypt
Oracle ADF Developer,Ithmaar Integrated Solutions -,"Sheikh Zayed, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/sd5KQbLWUSph-Oracle-ADF-Developer-Ithmaar-Integrated-Solutions-Giza-Egypt
Senior Cost Accountant | SAP User,Cairoscan -,"Mohandessin, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/yEd2NTnKV15J-Senior-Cost-Accountant-SAP-User-Cairoscan-Giza-Egypt
Service Operations Supervisor (Business Development),Elsaba AutoService -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/l4sLDoHBE2Sm-Service-Operations-Supervisor-Business-Development-Elsaba-AutoService-Cairo-Egypt
Financial Director,Confidential -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/4ObuuB7D0KaW-Financial-Director-Cairo-Egypt
SAP Application Manager,Confidential -,"Giza, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/mdUqKTrv5lKm-SAP-Application-Manager-Giza-Egypt
Senior Media Buyer,IM business solutions -,"Madinaty, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/jwyBvfaPdUnh-Senior-Media-Buyer-IM-business-solutions-Cairo-Egypt
Technical Lead- Java,Egabi FSI -,"Sheraton, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/uIFvAufumMIv-Technical-Lead--Java-Egabi-FSI-Cairo-Egypt
Senior Internal Auditor,Anchor Consultancy -,"Obour City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/jOhAsUZNaN8s-Senior-Internal-Auditor-Anchor-Consultancy-Cairo-Egypt
Odoo Functional Consultant,Algoriza -,"6th of October, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/tpFi3PLNpNHQ-Odoo-Functional-Consultant-Algoriza-Giza-Egypt
Senior SEO Specialist,Fantastic Services -,"Maadi, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/dZxLgXa2JNg2-Senior-SEO-Specialist-Fantastic-Services-Cairo-Egypt
Market Researcher,Infotech -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/8PCamXlByNAV-Market-Researcher-Infotech-Cairo-Egypt
Sr. Software Business Analysis,Safa Soft -,"Maadi, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/by2bi5esq26c-Sr-Software-Business-Analysis-Safa-Soft-Cairo-Egypt
Full Stack Developer,Greens247 -,"Maadi, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/Fy5ZO5fwgsX2-Full-Stack-Developer-Greens247-Cairo-Egypt
Investment Manager,Chubb life Insurance -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/IqFMMY8ZcnZX-Investment-Manager-Chubb-life-Insurance-Cairo-Egypt
UI UX Designer,Mashura Consultants -,"Katameya, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/zeohpVkitWxs-UI-UX-Designer-Mashura-Consultants-Cairo-Egypt
"Full time Senior ASP Net Core, Blazor Full Stack Developer-2",Sinmar Soft   -,"New Nozha, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/VxcWX92hM6c2-Full-time-Senior-ASP-Net-Core-Blazor-Full-Stack-Developer-2-Sinmar-Soft-Cairo-Egypt
Senior Financial Modeller,London International Patient Services -,"Heliopolis, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/sChTOsO0mWyy-Senior-Financial-Modeller-London-International-Patient-Services-Cairo-Egypt
Quality Control Manager,ELHODA Trade & Supples -,"Badr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/uvKae37V7Y5o-Quality-Control-Manager-ELHODA-Trade-Supples-Cairo-Egypt
Senior Full Stack ASP.NET Developer,OrobaSoft -,"Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/qEmdmthfCZVp-Senior-Full-Stack-ASPNET-Developer-OrobaSoft-Cairo-Egypt
WFM Assistant Manager,Giza Systems -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/j04BJ66TYtYp-WFM-Assistant-Manager-Giza-Systems-Cairo-Egypt
R&D Formulation Specialist,APEX Pharma -,"Rabigh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/hY8qI60YIrzG-RD-Formulation-Specialist-APEX-Pharma-Rabigh-Saudi-Arabia
Research Associate,CTI Clinical Trial and Consulting Services -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/zmhwHbIjDZP2-Research-Associate-CTI-Clinical-Trial-and-Consulting-Services-Riyadh-Saudi-Arabia
Business Market Researcher,MENA INTEL -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/sO1lo9Hz6OLk-Business-Market-Researcher-MENA-INTEL-Cairo-Egypt
Budgeting & Costing consultant,Exco Egypt -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/WW24ATDDLYQM-Budgeting-Costing-consultant-Exco-Egypt-Cairo-Egypt
Search Engine Optimization Specialist,blackcat media -,"Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/mdNoFjbj4aWK-Search-Engine-Optimization-Specialist-blackcat-media-Cairo-Egypt
Senior Risk Officer (Finance or Banking Experience),Erada -,"Maadi, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/nILHsA66aGsQ-Senior-Risk-Officer-Finance-or-Banking-Experience-Erada-Cairo-Egypt
Functional Consultant CRM - Microsoft Dynamics 365,Cubic Information Systems -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/QGi7fVBMwTpx-Functional-Consultant-CRM---Microsoft-Dynamics-365-Cubic-Information-Systems-Cairo-Egypt
Geospatial and Land Surveyor Specialist,Exco Egypt -,"Nasr City, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/sZWJuR277B6L-Geospatial-and-Land-Surveyor-Specialist-Exco-Egypt-Cairo-Egypt
Senior ERP Developer,Algoriza -,"Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/v12oGTO13ZsE-Senior-ERP-Developer-Algoriza-Giza-Egypt
Marketing Team Leader,LAMA Medical -,"Maadi, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/ve04jkwZ5tON-Marketing-Team-Leader-LAMA-Medical-Cairo-Egypt
Commercial Accountant,Kellogg Tolaram Noodles Egypt LLC -,"6th of October, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/8o3ROazQPiGO-Commercial-Accountant-Kellogg-Tolaram-Noodles-Egypt-LLC-Giza-Egypt
Researcher,Projecs International -,"Sheikh Zayed, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/YT5GwZdmM9Ri-Researcher-Projecs-International-Giza-Egypt
UI UX Researcher,classera -,"New Cairo, Cairo, Egypt",Full Time,https://wuzzuf.net/jobs/p/f3Et1JmQGz4v-UI-UX-Researcher-classera-Cairo-Egypt
QC Manager,Confidential -,"6th of October, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/5GfMEfJgi22u-QC-Manager-Giza-Egypt
Risk Assistant Manager,A.T Lease Egypt -,"Sheikh Zayed, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/wkLKbYdU60BE-Risk-Assistant-Manager-A-T-Lease-Egypt-Giza-Egypt
Research Assistant,TAZWEED EMPLOYMENT SERVICES -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/CzAWH115jmWQ-Research-Assistant-TAZWEED-EMPLOYMENT-SERVICES-Dubai-United-Arab-Emirates
AI Engineer,Jadeer -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/jQz5fHI2k6zz-AI-Engineer-Jadeer-Riyadh-Saudi-Arabia
Credit Analysis Assistant Manager,A.T Lease Egypt -,"Sheikh Zayed, Giza, Egypt",Full Time,https://wuzzuf.net/jobs/p/We8OFnrLA69s-Credit-Analysis-Assistant-Manager-A-T-Lease-Egypt-Giza-Egypt
Junior UX Researcher (Remote),Kreativstorm -,"Makkah, Saudi Arabia",Part Time,https://wuzzuf.net/jobs/p/g/p8F7COIpGVVP-Junior-UX-Researcher-Remote-Kreativstorm-Makkah-Saudi-Arabia
Oracle DBA Lead,Virtusa -,"Doha, Qatar",Full Time,https://wuzzuf.net/jobs/p/g/fM8odEVanwX4-Oracle-DBA-Lead-Virtusa-Doha-Qatar
ATM Testing,Virtusa -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/Rk59RGnAwRED-ATM-Testing-Virtusa-Dubai-United-Arab-Emirates
Power BI developer,Virtusa -,"Doha, Qatar",Full Time,https://wuzzuf.net/jobs/p/g/Bff4wn9LcHz3-Power-BI-developer-Virtusa-Doha-Qatar
Software Engineer,I.R.E -,"Makkah, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/cxBU6bDqyna7-Software-Engineer-I-R-E-Makkah-Saudi-Arabia
Business Development Specialist (Expats),MVC Resources -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/iBOyVPY3UjnS-Business-Development-Specialist-Expats-MVC-Resources-Riyadh-Saudi-Arabia
Finance Business Partner- Supply Chain,Food People -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/cFF0p3cvOpCn-Finance-Business-Partner--Supply-Chain-Food-People-Riyadh-Saudi-Arabia
Dot Net Lead/Architect,Virtusa -,"Doha, Qatar",Full Time,https://wuzzuf.net/jobs/p/g/TwLVFOIHsFyn-Dot-Net-LeadArchitect-Virtusa-Doha-Qatar
Financial Planning & Budgeting Specialist,Saudi Contractors Authority الهيئة السعودية للمقاولين -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/qsPWhYss4O4G-Financial-Planning-Budgeting-Specialist-Saudi-Contractors-Authority-الهيئة-السعودية-للمقاولين-Riyadh-Saudi-Arabia
Scrum Master,Virtusa -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/merKoOFZWAvt-Scrum-Master-Virtusa-Dubai-United-Arab-Emirates
BA - Acquiring & Remittance,Expleo Group -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/AeWVJ5yHNGQ3-BA---Acquiring-Remittance-Expleo-Group-Dubai-United-Arab-Emirates
Engagement Manager,JLL -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/HPiv4khQM9Lk-Engagement-Manager-JLL-Riyadh-Saudi-Arabia
Adobe Analytics,Cognizant -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/hEnSGMrs7RN1-Adobe-Analytics-Cognizant-Dubai-United-Arab-Emirates
DevOps Engineer,Virtusa -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/iHz2ePDeY4Sw-DevOps-Engineer-Virtusa-Dubai-United-Arab-Emirates
Graduate Traffic Engineer,HDR -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/8CwkbxpNsmg0-Graduate-Traffic-Engineer-HDR-Riyadh-Saudi-Arabia
Review & Objections Senior Specialist,"Zakat, Tax and Customs Authority -","Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/G6mhhqTlTwAs-Review-Objections-Senior-Specialist-Zakat-Tax-and-Customs-Authority-Riyadh-Saudi-Arabia
Shariah Senior Researcher,"Zakat, Tax and Customs Authority -","Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/hOJKMGRDaOxr-Shariah-Senior-Researcher-Zakat-Tax-and-Customs-Authority-Riyadh-Saudi-Arabia
Pharmaceutical Research Specialist,Intoude Foundation Too -,"Kuwait City, Kuwait",Full Time,https://wuzzuf.net/jobs/p/g/enqSBnVbtLDX-Pharmaceutical-Research-Specialist-Intoude-Foundation-Too-Kuwait-City-Kuwait
Pharmaceutical Research Specialist,Voli_Agency _LLC -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/QFrUWb2yZ0QU-Pharmaceutical-Research-Specialist-VoliAgency-LLC-Riyadh-Saudi-Arabia
AI Engineer,CharCentric -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/BGAspIyLC4hk-AI-Engineer-CharCentric-Dubai-United-Arab-Emirates
"CKSA - Credit Control Specialist, Riyadh (Saudi National)",Canon EMEA -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/BU1smRZTrRhx-CKSA---Credit-Control-Specialist-Riyadh-Saudi-National-Canon-EMEA-Riyadh-Saudi-Arabia
"Fullstack Developer (Nodejs, ReactJs)",Virtusa -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/ev4uBzFTHXDk-Fullstack-Developer-Nodejs-ReactJs-Virtusa-Dubai-United-Arab-Emirates
Demand & Supply Planner ME,Beiersdorf -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/1U4zozGfmSj2-Demand-Supply-Planner-ME-Beiersdorf-Dubai-United-Arab-Emirates
Growth Marketer - Liquidity (EU Remote),Keyrock -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/d1tcNfCu8aO6-Growth-Marketer---Liquidity-EU-Remote-Keyrock-Dubai-United-Arab-Emirates
Costing Accountant - Temporary Contract,Lifera -,"Riyadh, Saudi Arabia",Freelance / Project,https://wuzzuf.net/jobs/p/g/TGhblVdSwN8P-Costing-Accountant---Temporary-Contract-Lifera-Riyadh-Saudi-Arabia
Assistant Finance Manager | Automotive | United Diesel,Al Rostamani Group -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/UoHl37kA7gSt-Assistant-Finance-Manager-Automotive-United-Diesel-Al-Rostamani-Group-Dubai-United-Arab-Emirates
TMT Senior Researcher,MINDFREE CONSULTING AND RECRUITMENT ME -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/3tzDSsM0kawt-TMT-Senior-Researcher-MINDFREE-CONSULTING-AND-RECRUITMENT-ME-Riyadh-Saudi-Arabia
Pharmaceutical Research Specialist,Intoude Foundation -,"Kuwait City, Kuwait",Full Time,https://wuzzuf.net/jobs/p/g/B3SOKklFnumU-Pharmaceutical-Research-Specialist-Intoude-Foundation-Kuwait-City-Kuwait
Finacle Development & Support Engineer (Core Banking),Expleo Group -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/5rUBETwBTpMo-Finacle-Development-Support-Engineer-Core-Banking-Expleo-Group-Dubai-United-Arab-Emirates
Downstream Business Development Lead (Expats),MVC Resources -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/uyW9U4lMj54Z-Downstream-Business-Development-Lead-Expats-MVC-Resources-Riyadh-Saudi-Arabia
Sr. Specialist - Projects & Performance,talabat -,"Doha, Qatar",Full Time,https://wuzzuf.net/jobs/p/g/wCE5muW9l7md-Sr-Specialist---Projects-Performance-talabat-Doha-Qatar
Associate - Financial Restructuring (Dubai),Houlihan Lokey -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/qHxfWGgokYX7-Associate---Financial-Restructuring-Dubai-Houlihan-Lokey-Dubai-United-Arab-Emirates
International Private Bank - Business Management Specialist (Global South Asia-Africa) - AVP,Jobs via eFinancialCareers -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/imKolKl8oF26-International-Private-Bank---Business-Management-Specialist-Global-South-Asia-Africa---AVP-Jobs-via-eFinancialCareers-Dubai-United-Arab-Emirates
HR Specialist,BSL - BAE Systems Strategic Aerospace Services WLL -,"Doha, Qatar",Full Time,https://wuzzuf.net/jobs/p/g/uB2zEdhfvjuu-HR-Specialist-BSL---BAE-Systems-Strategic-Aerospace-Services-WLL-Doha-Qatar
Tax | Business Tax | Senior Associate,Jobs via eFinancialCareers -,"Kuwait City, Kuwait",Full Time,https://wuzzuf.net/jobs/p/g/a4RQa4VAlkvS-Tax-Business-Tax-Senior-Associate-Jobs-via-eFinancialCareers-Kuwait-City-Kuwait
Tax | Business Tax | Assistant Manager,Jobs via eFinancialCareers -,"Kuwait City, Kuwait",Full Time,https://wuzzuf.net/jobs/p/g/zTgVzVgzSiFY-Tax-Business-Tax-Assistant-Manager-Jobs-via-eFinancialCareers-Kuwait-City-Kuwait
Business Change Manager,DSV - Global Transport and Logistics -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/2o13v7ItH9mb-Business-Change-Manager-DSV---Global-Transport-and-Logistics-Riyadh-Saudi-Arabia
Head of HR – Saudi Arabia & Central Asia,Thales -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/6qUeyXbK0rdR-Head-of-HR-–-Saudi-Arabia-Central-Asia-Thales-Riyadh-Saudi-Arabia
Technical Success Manager,Stats Perform -,"Doha, Qatar",Full Time,https://wuzzuf.net/jobs/p/g/yLu2vMU4MKwk-Technical-Success-Manager-Stats-Perform-Doha-Qatar
Product Manager,Toptal -,"Riyadh, Saudi Arabia",Full Time,https://wuzzuf.net/jobs/p/g/v4D5gA1jCDjR-Product-Manager-Toptal-Riyadh-Saudi-Arabia
Cyber Security,GovCIO -,"Kuwait City, Kuwait",Full Time,https://wuzzuf.net/jobs/p/g/ZpNndEzyp9H4-Cyber-Security-GovCIO-Kuwait-City-Kuwait
People Partner Bi-lingual,Hill & Knowlton -,"Dubai, United Arab Emirates",Full Time,https://wuzzuf.net/jobs/p/g/pp3hak9ByK2L-People-Partner-Bi-lingual-Hill-Knowlton-Dubai-United-Arab-Emirates
